candidate_id,partition,date_label,candidate_description,discovery_source_ids,discovery_urls,disposition,canonical_id,disposition_reason,primary_family_required,primary_locator_1,primary_locator_2,rights_status,materiality_status,review_status,geometry_status
mongol-cand:korea_tibet_dali_vietnam:05:tibet-qoridai,korea_tibet_dali_vietnam,1252-1253,"Under Möngke, a Mongol command associated in Tibetan-source traditions with Qoridai/Doorda advances again into central Tibet, consolidating the campaign-and-administration turn begun after the 1240 incursion.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:central-tibet-consolidation-campaign-1252-1253,"Correct the person-name discovery stub to a bounded 1252-1253 consolidation campaign. Yuan-period chronology and critical source analysis support renewed Mongol military-administrative activity in Tibet, while the identity and exact command attribution vary across Tibetan and Chinese traditions. Include the campaign turn with attribution uncertainty preserved.",Goryeosa / Yuan shi / theatre-specific chronicle,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7003,https://www.cambridge.org/core/journals/journal-of-the-royal-asiatic-society/article/abs/mongol-conquest-of-tibet/B119D9D83ED5D11B6FA71790955F27DE,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited Chinese chronicle and source-critical analysis,A,round71_primary_reconciled_attribution_uncertain,"Central-Tibet campaign/administrative context only; no route, commander point, battle site, campaign footprint, or control polygon"
mongol-cand:korea_tibet_dali_vietnam:06:dali-conquest,korea_tibet_dali_vietnam,1252-1254,Conquest of Dali and follow-on Yunnan campaigns,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:conquest-dali-yunnan-1253-1254,"Yuan shi juan 121, Uriyangqadai biography, records entry into Yunnan in 1253, operations through the Jinsha/Longshou approaches, entry into Dali, then 1254 follow-on campaigns toward Shanchan and capture of Duan Xingzhi; Yuan shi juan 4 independently situates the Dali campaign within Kublai command. Model 1253-1254 campaign phases, not one city-capture point.",Goryeosa / Yuan shi / theatre-specific chronicle,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7121,https://zh.wikisource.org/zh-hans/%E5%85%83%E5%8F%B2/%E5%8D%B7004,citation-only; translation/reuse unresolved; atlas English is own translation from cited Yuan Chinese originals,A,round37_primary_reconciled,"Yunnan campaign-region phases with Dali and Shanchan city markers only; no reconstructed march route, river crossing point, pass trace, siege footprints, or conquest polygon"
mongol-cand:korea_tibet_dali_vietnam:07:goryeo-invasions-settlement,korea_tibet_dali_vietnam,1254-1259,"Jalairtai’s 1254-1258 invasion cycle breaks Goryeo’s prolonged resistance; the 1258 coup and 1259 crown-prince mission produce an initial negotiated submission, while capital return and armed resistance remain unresolved until 1270-1273.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:goryeo-final-invasion-negotiated-submission-1254-1259,"Correct the compressed “invasions settlement” label to the final invasion-and-negotiation phase. Goryeosa-based analysis distinguishes the 1258 submission terms and 1259 crown-prince audience from the later capital return and Sambyeolcho settlement; include 1254-1259 as an explanatory phase, not a claim that all resistance ended.",Goryeosa / Yuan shi / theatre-specific chronicle,https://ctext.org/wiki.pl?if=en&res=730924,https://ijkh.khistory.org/upload/pdf/10_03.pdf,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited chronicle and source analysis,A,round69_primary_reconciled_scope_corrected,"Goryeo-wide campaign and diplomatic phase only; no invasion route, battle point, devastation polygon, occupation surface, or capital-return geometry"
mongol-cand:korea_tibet_dali_vietnam:08:dai-viet-first-invasion,korea_tibet_dali_vietnam,1257-1258,"First Mongol invasion of Đại Việt: Bình Lệ Nguyên defeat, capital occupation, Đông Bộ Đầu counterattack, withdrawal",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:first-invasion-dai-viet-1257-1258,"Dai Viet su ky toan thu book 5 records Uriyangqadai attacking Binh Le Nguyen on 12 Dec 1257, the royal retreat, the 24 Dec Dong Bo Dau counterattack, and Mongol withdrawal; Yuan shi 209 independently records the advance, defeat of Dai Viet land/water forces, capital entry, nine-day stay, and withdrawal. Preserve the Vietnamese day sequence; do not infer a continuous route or accept atrocity rhetoric without reconciliation.",Goryeosa / Yuan shi / theatre-specific chronicle,https://zh.wikisource.org/zh-hant/%E5%A4%A7%E8%B6%8A%E5%8F%B2%E8%A8%98%E5%85%A8%E6%9B%B8/%E6%9C%AC%E7%B4%80%E5%8D%B7%E4%B9%8B%E4%BA%94,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7209,citation-only; translation/reuse unresolved; atlas English is own translation from cited Vietnamese/Chinese originals,A,round29_primary_reconciled,"named-place markers for Bình Lệ Nguyên, capital, and Đông Bộ Đầu plus campaign-region state only; no inferred continuous route, battle footprints, occupation polygon, or retreat line"
mongol-cand:korea_tibet_dali_vietnam:09:sambyeolcho,korea_tibet_dali_vietnam,1269-1273,"Sambyeolcho revolt: Ganghwa break, Jindo campaign, and Jeju suppression",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:sambyeolcho-revolt-1270-1273,"Goryeosa juan 27 records the Jindo campaign, its fall in 1271, Kim Tong-jeong flight to Tamna/Jeju, and the 1273 suppression; Yuan shi 208 independently records the Ganghwa break, Jindo and Tamna sequence. Model as a multi-stage revolt/campaign, not one battle or a continuous route.",Goryeosa / Yuan shi / theatre-specific chronicle,https://zh.wikisource.org/wiki/%E9%AB%98%E9%BA%97%E5%8F%B2/%E5%8D%B7%E4%BA%8C%E5%8D%81%E4%B8%83,https://zh.wikisource.org/zh-hant/%E5%85%83%E5%8F%B2/%E5%8D%B7208,citation-only; translation/reuse unresolved; atlas English is own translation from cited Korean/Chinese originals,A,round30_primary_reconciled,"stage markers for Ganghwa, Jindo, and Jeju/Tamna plus campaign regions only; no inferred sea routes, battle footprints, island-wide control polygons, or captive-distribution map"
mongol-cand:korea_tibet_dali_vietnam:10:tibet-rebellion,korea_tibet_dali_vietnam,1267-1268,Drigung-aligned opposition follows Chakna Dorje’s death and is suppressed by a Qubilai-dispatched punitive force by 1268.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:tibet-drigung-rebellion-suppression-1267-1268,Correct the frozen 1270 label to the 1267-1268 succession crisis and suppression described in Tibetan/Yuan political chronology. Include as a bounded explanatory turn in Mongol-Sakya consolidation; do not project later Drigung conflict back onto this episode.,Goryeosa / Yuan shi / theatre-specific chronicle,https://ctext.org/datawiki.pl?if=en&res=4741738,http://real.mtak.hu/144226/1/TheKhonClanandtheSakyapas.pdf,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited Tibetan/Yuan-source analysis,A,round70_primary_reconciled_date_corrected,"Central-Tibet political-military context only; no uprising point, punitive route, battle site, campaign footprint, or control polygon"
mongol-cand:west_asia_anatolia_mamluk:01:azerbaijan,west_asia_anatolia_mamluk,1232,Chormaqan’s Azerbaijan operations belong to the broader Mongol subjection and garrisoning of Transcaucasia.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,merge,mongol:chormaqan-transcaucasia,discovery row duplicates the broader Chormaqan Transcaucasia canonical event; locator does not warrant a separate exact Azerbaijan event,Juvayni / Rashid al-Din plus Arabic/Persian witness,"Secret History of the Mongols §§270,274 (de Rachewiltz translation pp.190,193-194)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round7,Transcaucasian campaign parent; no Azerbaijan polygon
mongol-cand:west_asia_anatolia_mamluk:02a:erzurum,west_asia_anatolia_mamluk,1242-1243,"Baiju’s forces besiege and capture Theodosiopolis/Karin (Erzurum), opening the Anatolian campaign.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-erzurum-1242-1243,"governed split of compressed row; contemporary account directly narrates the city siege and capture, while massacre rhetoric is omitted",Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.34 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round12,Erzurum/Theodosiopolis city; no siege polygon
mongol-cand:west_asia_anatolia_mamluk:02b:kose-dag,west_asia_anatolia_mamluk,1243,Baiju’s vanguard defeats the Seljuk sultan’s army near Ch’man-katuk/Köse Dağ in 1243.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-kose-dag-1243,"governed split; source names the locality, engagement and Seljuk flight; army totals and exact battle point omitted",Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.35 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round12,Köse Dağ/Ch’man-katuk campaign region near Erzincan; no battle point
mongol-cand:west_asia_anatolia_mamluk:03:alamut,west_asia_anatolia_mamluk,1256,Hülegü’s 1256 campaign compels Rukn al-Din’s surrender at Maymun-Diz and the subsequent surrender of Alamut.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:nizari-fortress-surrenders-1256,contemporary participant narrative dates Maymun-Diz surrender to 19 Nov and Alamut surrender to early Dec; canonical event avoids overclaiming total territorial extinction,Juvayni / Rashid al-Din plus Arabic/Persian witness,"Juvayni, History of the World-Conqueror vol. II, ch. VII, pp.618-638 (Boyle trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round9,Maymun-Diz and Alamut fortress points; no siege polygons
mongol-cand:west_asia_anatolia_mamluk:04:aksaray,west_asia_anatolia_mamluk,1256,"Baiju defeats Sultan Kaykaus II’s army at a place described between Konya and Aksaray, then installs Rukn al-Din.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-between-konya-aksaray-1256,"Bar Hebraeus reports Baiju’s request for winter quarters, Kaykaus II’s refusal, a battle by a store-house/khan between Konya and Aksaray, the sultan’s defeat and flight, and Rukn al-Din’s installation. Include the battle with a broad between-cities locator rather than a precise Aksaray point.",Juvayni / Rashid al-Din plus Arabic/Persian witness,https://archive.org/stream/BarHebraeusChronography/BarHebraeus_Chronography_djvu.txt,https://archive.org/details/BarHebraeusChronography,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited English source translation,A,round62_primary_reconciled_conservative,"Broad between-Konya-and-Aksaray battle-area label only; no exact khan point, deployment geometry, pursuit route, front, or control polygon"
mongol-cand:west_asia_anatolia_mamluk:05:baghdad,west_asia_anatolia_mamluk,1258,Hülegü’s army surrounds and captures Baghdad in 1258; the caliphate’s political rule in the city ends.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-baghdad-1258,"near-contemporary author identifies eyewitness informant and narrates investment, surrender and caliph’s death; casualty duration/totals and atrocity rhetoric omitted",Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.60 (Bedrosian trans.; eyewitness account attributed to Prince Prosh)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round10,Baghdad city and Tigris crossing context; no siege polygon
mongol-cand:west_asia_anatolia_mamluk:06:aleppo,west_asia_anatolia_mamluk,1260,Hülegü’s forces besiege and capture Aleppo; the citadel’s leadership subsequently submits.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:capture-aleppo-1260,"near-contemporary narrative directly states siege, city capture and subsequent fortress submission; destruction rhetoric and duration omitted",Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.62 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round11,Aleppo city/citadel; no siege polygon
mongol-cand:west_asia_anatolia_mamluk:07:syria-withdrawal,west_asia_anatolia_mamluk,1260,"After operations at Aleppo, Damascus and other Syrian cities, Hülegü leaves a garrison force and returns to his wintering ground.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:hulegu-leaves-syria-garrison-1260,source directly states garrisoning and return; no causal claim about Möngke’s death or force size retained,Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.62 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round11,Lower Syria campaign region; no route line
mongol-cand:west_asia_anatolia_mamluk:08:ain-jalut,west_asia_anatolia_mamluk,1260,An Egyptian army defeats the Mongol garrison army under Kitbuqa in the plain identified by the source near Mount Tabor in 1260.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:ain-jalut-campaign-1260,near-contemporary Armenian account narrates Egyptian advance and Kitbuqa’s defeat; exact modern battlefield point and force totals omitted,Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.62 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round11,Mount Tabor plain campaign region; Ain Jalut point not independently fixed
mongol-cand:west_asia_anatolia_mamluk:09:first-homs,west_asia_anatolia_mamluk,1260,Mongol force defeated by a Syrian Ayyubid-Mamluk coalition at Homs on 5 Muharram 659 / 10 December 1260.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:first-homs-1260,"Ibn Wasil, a near-contemporary Hama author, preserves eyewitness-derived testimony for the battle at Homs on 5 Muharram 659. Include as the distinct post-Ayn Jalut Mongol attempt and defeat; do not promote transmitted army numbers or tactical reconstruction.",Juvayni / Rashid al-Din plus Arabic/Persian witness,https://dig-doc.org/index.php?book_id=NzA4&lan=YXI%3D&op=ZGlzcGxheV9ib29rX2RldGFpbHNfdQ%3D%3D&page=Ym9vaw%3D%3D,http://web.archive.org/web/20240712200644/https:/journals.openedition.org/anisl/9559,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited Arabic chronicle and scholarly source analysis,A,round67_primary_reconciled,"Homs battle locality only; no exact point, approach/retreat route, formation, front, or control polygon"
mongol-cand:west_asia_anatolia_mamluk:10:berke-hulagu-terek,west_asia_anatolia_mamluk,1261-1266,Hülegü and Berke wage repeated winter campaigns across the Darband-Volga frontier; a major clash by the Volga forces Hülegü’s army to withdraw through Darband.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:berke-hulegu-war-volga-frontier-1261-1266,"near-contemporary narrative directly describes Darband approach, Volga battle, withdrawal and recurring winter war; the discovery’s exact Terek naming is not retained from this locator",Juvayni / Rashid al-Din plus Arabic/Persian witness,"Kirakos Gandzakets’i, History of the Armenians ch.65 (Bedrosian trans.)",,"citation-only; translation copyright unresolved, no quotation reuse",A,primary_reconciled_round14,Darband-Volga frontier campaign region; no route or exact battle point
mongol-cand:west_asia_anatolia_mamluk:11:baraq-ilkhanate,west_asia_anatolia_mamluk,1270,"Baraq crosses the Oxus into Khurasan, advances near Merv, and is defeated by Abaqa’s Ilkhanid army.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:baraq-ilkhanid-war-khurasan-1270,"Rashid al-Din records Baraq’s decision to invade Khurasan, his crossing of the river and encampment near Merv, defections among allied princes, and defeat by Abaqa’s army. Include a bounded inter-Mongol campaign parent without promoting a precise Herat battlefield, route line, army sizes or casualty totals.",Juvayni / Rashid al-Din plus Arabic/Persian witness,https://paxmongolica.org/wp-content/uploads/2019/07/boyle_1971_rashid_al_din.pdf,https://www.iranicaonline.org/articles/abaqa/,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited source/translation,A,round60_primary_reconciled_conservative,"Khurasan campaign-region label plus Merv vicinity source marker only; no Oxus crossing point, Herat battle point, route, front, or control polygon"
mongol-cand:west_asia_anatolia_mamluk:12:second-homs,west_asia_anatolia_mamluk,1281,Ilkhanid-led and Mamluk armies fight between Hamath and Emesa/Homs; the Ilkhanid centre and left withdraw while its right wing also retires after initial success.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:battle-between-hamath-emesa-1281,"Bar Hebraeus gives a named-place and dated battle narrative: the armies meet between Hamath and Emesa on 30 October, with uneven wing-level outcomes and an overall Ilkhanid withdrawal. Include the battle but do not reproduce his army totals, tactical geometry, casualty estimates or loot figures.",Juvayni / Rashid al-Din plus Arabic/Persian witness,https://archive.org/stream/BarHebraeusChronography/BarHebraeus_Chronography_djvu.txt,https://archive.org/details/BarHebraeusChronography,citation-only; translation/reuse unresolved; atlas English is own synthesis from cited English source translation,A,round61_primary_reconciled_conservative,"Broad between-Hamath-and-Emesa battle-area label only; no exact Homs point, wing geometry, ambush point, pursuit route, or control polygon"
mongol-cand:song_yuan_china:01:lizhou-sichuan,song_yuan_china,1252-1254,Mongol forces fortify Lizhou as a Sichuan base from 1252-1253; Southern Song annals record Lizhou and Langzhou being fortified and continued fighting in 1254.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:lizhou-sichuan-base-1252-1254,"Yuan shi juan 3 records the 1252 order to fortify Lizhou for operations in Sichuan and the 1253 repair and garrison-farming work. Song shi juan 44 independently records Yuan fortification of Lizhou and Langzhou and fighting around Lizhou in 1254. Model a named fortified-base phase, not an inferred control zone.",Yuan shi / Song shi,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7003,https://zh.wikisource.org/wiki/%E5%AE%8B%E5%8F%B2/%E5%8D%B7044,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,B,round45_primary_reconciled,"Lizhou named fortified-city/base marker and optional Langzhou co-marker only; no inferred wall line, garrison footprint, supply route, campaign corridor, or territorial-control polygon"
mongol-cand:song_yuan_china:02:war-declared-song,song_yuan_china,1256,Möngke’s court agrees on war against the Southern Song in June 1256; the 1257 annals issue the order for princes to campaign.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:song-war-council-mobilisation-1256-1257,"Yuan shi juan 3 records a June 1256 council after princes requested war and says Möngke agreed to attack because Song detained envoys; the following year records the order for princes to campaign. Treat this as a political/mobilisation phase, not a battlefield event or territorial change.",Yuan shi / Song shi,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7003,https://zh.wikisource.org/wiki/%E5%AE%8B%E5%8F%B2/%E5%8D%B7044,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,B,round43_primary_reconciled,"court-level political/mobilisation phase without map geometry; no inferred council point, army origin, route, front, theatre polygon, or territorial-control change"
mongol-cand:song_yuan_china:03:chengdu,song_yuan_china,1258,Southern Song forces under Pu Zezhi attack Chengdu in 1258 but are defeated; Yuan forces retain guards at the city while the Sichuan campaign continues.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:chengdu-counteroffensive-1258,"Yuan shi juan 3 records the Song Sichuan commander Pu Zezhi attacking Chengdu, being defeated by Niulin, and Yuan guards remaining at Chengdu as the campaign moved south. Song shi juan 44 independently states that Song commanders had not recovered Chengdu despite prolonged campaigning. Model a city/counteroffensive state, not an expanded siege narrative.",Yuan shi / Song shi,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7003,https://zh.wikisource.org/wiki/%E5%AE%8B%E5%8F%B2/%E5%8D%B7044,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,B,round44_primary_reconciled,"Chengdu named city/campaign marker only; no inferred assault point, siege polygon, line of control, pursuit, withdrawal route, force total, or casualty total"
mongol-cand:song_yuan_china:04:diaoyu-mongke-death,song_yuan_china,1259,Möngke’s forces repeatedly attack the Song stronghold at Diaoyu Mountain 釣魚山 (Diàoyú Shān); the Yuan annals record his illness in June and death there in July 1259.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:diaoyu-siege-mongke-death-1259,"Yuan shi Xianzong annals record the 1259 attacks, failure to take the stronghold, illness and death at Diaoyu Mountain; Yuan biographies independently attest a five-month siege and resisted assaults, but no specific causal mechanism for the khan’s death is promoted",Yuan shi / Song shi,"Yuan shi 元史, juan 3, Xianzong benji 憲宗本紀, Xianzong 9 (Chinese original; my translation for atlas wording)","Yuan shi 元史, juan 155, Wang Shixian zhuan 汪世顯傳, Wang Dechen section; juan 155 Shi Tianze zhuan 史天澤傳 (Chinese originals; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round19,"Diaoyu Mountain/Song stronghold area; no assault-route reconstruction, wall polygon or precise death point"
mongol-cand:song_yuan_china:05:ezhou-withdrawal,song_yuan_china,1259,"Kublai’s army crosses the Yangtze, surrounds Ezhou 鄂州 (Èzhōu) in September 1259, and withdraws north late that year after news of the succession crisis.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:ezhou-siege-withdrawal-1259,"Yuan shi Shizu annals give crossing, investment, reports of Ariq Böke factional mobilization, staged disengagement and northward return; the Southern Song topical chronicle independently records the siege and relief but its private-peace narrative is not treated as sole withdrawal cause",Yuan shi / Song shi,"Yuan shi 元史, juan 4, Shizu benji 世祖本紀, pre-accession Jiwei year (Chinese original; my translation for atlas wording)","Song shi jishi benmo 宋史紀事本末, juan 102, Menggu qin Song 蒙古侵宋, Kaiqing 1 (Chinese original; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round20,"Ezhou city/siege and Yangtze crossing region; no reconstructed crossing point, siege polygon or return route"
mongol-cand:song_yuan_china:06:li-tan,song_yuan_china,1262,"Li Tan 李璮 (Lǐ Tǎn) rebels, enters Yidu 益都 (Yìdū), occupies Jinan 濟南 (Jǐnán), and is captured after Yuan forces close a siege around the city.",D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:li-tan-rebellion-jinan-1262,"Yuan shi annals and Li Tan biography independently record the 1262 rebellion, occupation of Jinan, encirclement and capture; later Chinese Song-Yuan chronicle reconciles the same sequence from the Southern Song side",Yuan shi / Song shi,"Yuan shi 元史, juan 5, Shizu benji 世祖本紀, Zhongtong 3 (Chinese original; my translation for atlas wording)","Yuan shi 元史, juan 206, Li Tan zhuan 李璮傳; reconciled with Song shi jishi benmo 宋史紀事本末, juan 104, Li Tan zhi na 李璮之納 (Chinese originals; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round18,Jinan city/siege marker; Yidu as preceding city marker; no siege polygon or reconstructed route
mongol-cand:song_yuan_china:07:sichuan,song_yuan_china,1265,In 1265 Yuan forces engage Song troops at Diaoyu Mountain while the Yuan court organizes garrison farming and a Sichuan field administration for continuing operations.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:sichuan-diaoyu-and-field-administration-1265,"Yuan shi juan 6 records a February 1265 engagement at Diaoyu Mountain, orders for west-Sichuan garrison farming, movement of the Qin-Shu field administration to Xingyuan, and troop deployment under the Sichuan field command. Song shi juan 46 records continuing 1265 Sichuan fighting and awards for Yunding Mountain and Jintang Gorge. Model a campaign-state phase anchored to named places, not a province-wide control surface.",Yuan shi / Song shi,https://zh.wikisource.org/wiki/%E5%85%83%E5%8F%B2/%E5%8D%B7006,https://zh.wikisource.org/wiki/%E5%AE%8B%E5%8F%B2/%E5%8D%B7046,citation-only; translation/reuse unresolved; atlas English is own translation from cited Chinese originals,B,round46_primary_reconciled,"Diaoyu Mountain named engagement marker plus Xingyuan administrative marker; optional Yunding Mountain/Jintang Gorge context markers; no Sichuan polygon, front line, route, garrison footprint, battle polygon, or totals"
mongol-cand:song_yuan_china:08:xiangyang-fancheng,song_yuan_china,1268-1273,Yuan forces invest Xiangyang 襄陽 (Xiāngyáng) and Fancheng 樊城 (Fánchéng); Fancheng falls and Lü Wenhuan 呂文煥 (Lǚ Wénhuàn) surrenders Xiangyang in 1273.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:xiangyang-fancheng-siege-1268-1273,Yuan shi biographies provide multi-year siege stages and the 1273 Fancheng capture/Xiangyang surrender; the Southern Song topical chronicle independently records Fancheng falling and Lü Wenhuan surrendering Xiangyang after prolonged isolation,Yuan shi / Song shi,"Yuan shi 元史, juan 162, Li Ting zhuan 李庭傳 and Shi Bi zhuan 史弼傳, Zhiyuan 6-10 (Chinese original; my translation for atlas wording)","Song shi jishi benmo 宋史紀事本末, juan 106, Menggu xian Xiangyang 蒙古陷襄陽, Xianchun 9 (Chinese original; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round21,"Xiangyang and Fancheng paired city/siege markers on the Han River; no siege polygon, battery points, relief route or encirclement line"
mongol-cand:song_yuan_china:09:dingjiazhou,song_yuan_china,1275,Yuan and Southern Song forces meet at Dingjiazhou 丁家洲 (Dīngjiāzhōu) on the Yangtze; the Song fleet breaks and Jia Sidao 賈似道 (Jiǎ Sìdào) retreats toward Yangzhou.,D1|D2|D3,https://en.wikipedia.org/wiki/Timeline_of_the_Mongol_Empire | https://www.worldhistory.org/timeline/Mongol_Warfare/,include,mongol:dingjiazhou-battle-1275,"Yuan shi Shizu annals give the Dingjiazhou engagement and Song collapse; Yuan commander biographies independently place participating units there, while the Song biography of Jia Sidao records the defeat and flight from the Song side",Yuan shi / Song shi,"Yuan shi 元史, juan 8, Shizu benji 世祖本紀, Zhiyuan 12 second month (Chinese original; my translation for atlas wording)","Yuan shi 元史, juan 131, Mangwutai zhuan 忙兀台傳 and Wanzhedu zhuan 完者都傳; Song shi 宋史, juan 474, Jia Sidao zhuan 賈似道傳 (Chinese originals; my translation)",citation-only; my English translation is unpublished; source translation/reuse rights unresolved,A,primary_reconciled_round22,"Dingjiazhou named Yangtze battle reach; no exact fleet line, artillery point, pursuit route or battlefield polygon"
